PDF Links
http://www.cs.uni.edu/~mccormic/4740/guide-c2ada.pdf
http://www.adapower.com/pdfs/AdaDistilled07-27-2003.pdf
https://www.adacore.com/uploads/books/pdf/Ada_for_the_C_or_Java_Developer-cc.pdf
http://www.ada-auth.org/standards/12rm/RM-Final.pdf
https://ia801009.us.archive.org/28/items/apl-2-at-a-glance-brown-pakin-polivka/APL2_at_a_Glance_-_Brown_Pakin_Polivka.pdf
https://www.eitkw.com/wp-content/uploads/2020/03/Arduino_Projects_Book.pdf
https://cdn-learn.adafruit.com/downloads/pdf/arduino-tips-tricks-and-techniques.pdf
http://manuals.makeuseof.com.s3.amazonaws.com/for-mobile/Arduino_-_MakeUseOf.com.pdf
https://riptutorial.com/Download/arduino.pdf
https://softwear.cc/book/files/Open_Softwear-beta090712.pdf
http://download.microsoft.com/download/0/f/b/0fbfaa46-2bfd-478f-8e56-7bf3c672df9d/intro%20to%20asp.net%20mvc%204%20with%20visual%20studio%20-%20beta.pdf
https://download.microsoft.com/download/0/F/B/0FBFAA46-2BFD-478F-8E56-7BF3C672DF9D/Introducing%20ASP.NET%20Web%20Pages%202.pdf
https://books.goalkicker.com/DotNETFrameworkBook/DotNETFrameworkNotesForProfessionals.pdf
https://s3.amazonaws.com/recaffeinate-files/LittleAspNetCoreBook.pdf
http://www.rigwit.co.uk/ARMBook/ARMBook.pdf
http://www.davidsalomon.name/assem.advertis/asl.pdf
https://download-mirror.savannah.gnu.org/releases/pgubook/ProgrammingGroundUp-1-0-booksize.pdf
https://web.archive.org/web/20170712195930/http://vendu.twodots.nl/files/wizardcode4.pdf
http://www.avr-asm-download.de/beginner_en.pdf
http://www.egr.unlv.edu/~ed/MIPStextSMv11.pdf
https://web.archive.org/web/20180328183806/http://gdrcorelec.ups-tlse.fr/files/bash.pdf
http://mywiki.wooledge.org/BashGuide) - Maarten Billemont (HTML) [(PDF)](http://s.ntnu.no/bashguide.pdf
https://www.gnu.org/software/bash/manual/bash.pdf
https://archive.org/download/B-001-002-839/LinuxShellScriptingWithBash-Sams.pdf
http://distro.ibiblio.org/vectorlinux/Uelsk8s/GAMBAS/gambas-beginner-guide.pdf
http://www.beanshell.org/manual/bshmanual.pdf
https://web.archive.org/web/20180827131006/http://home.earthlink.net/~momotuk/pointers.pdf
https://github.com/umanovskis/baremetal-arm) - Daniels Umanovskis [(PDF)](http://umanovskis.se/files/arm-baremetal-ebook.pdf
http://cslibrary.stanford.edu/101/EssentialC.pdf
https://research.utwente.nl/files/5128727/book.pdf
https://download-mirror.savannah.gnu.org/releases/c-prog-book/learning_gnu_c.pdf
https://archive.org/download/let-us-c/LET%20US%20C.pdf
https://ben.klemens.org/pdfs/gsl_stats.pdf
http://www.planetpdf.com/codecuts/pdfs/ooc.pdf
https://www.phys.uconn.edu/~rozman/Courses/P2200_13F/downloads/TheBasicsofCProgramming-draft-20131030.pdf
